product_id,sku,product_name,category,brand,unit_of_measure,unit_price_idr,fat_content_pct,protein_content_pct,shelf_life_days,storage_temp_c,country_of_origin,halal_certified,is_active,min_order_qty,weight_per_unit_g,barcode,supplier_code,launch_date,notes
22347978,SKU387585,PureMilk UHT Milk Full-cream,UHT Milk,LactoFresh,Liter,20800.0,4.4,24.1,730,8,Australia,Yes,Yes,5,1000,4926749256579,SUP-169,2020-12-25,New launch
73892042,SKU272937,InfantPure Yogurt Organic,Yogurt,LactoFresh,500ml bottle,11700.0,23.6,22.3,30,8,Netherlands,Yes,Yes,5,2000,8520966850140,SUP-105,2017-07-22,Seasonal
94273743,SKU477450,GreenPasture UHT Milk Premium,UHT Milk,PureMilk,25kg bag,18700.0,34.7,13.1,5,20,France,No,Yes,10,400,6368280397461,SUP-172,2021-11-23,Low margin
66093264,SKU728368,CreamTop Fresh Milk Low-fat,Fresh Milk,LactoFresh,500ml bottle,9800.0,4.2,26.5,30,4,Indonesia,Yes,No,1,500,3790689094952,SUP-146,2020-06-15,Discontinued soon
38863059,SKU693683,CheeseCraft Butter Fortified,Butter,DairyStar,500ml bottle,39400.0,14.2,27.2,180,-18,Indonesia,Yes,Yes,1,370,6692240801506,SUP-169,2023-09-20,Best seller
26214613,SKU362757,NaturaLac Baby Formula Organic,Baby Formula,AlpineGold,500ml bottle,176900.0,24.0,14.1,180,2,Malaysia,Yes,Yes,1,25000,6367610102456,SUP-139,2022-08-23,Low margin
45940959,SKU382384,GreenPasture Cream Regular,Cream,WheyPro,2L carton,38500.0,39.8,5.7,180,-18,New Zealand,No,Yes,1,500,3685292682797,SUP-173,2023-06-30,Low margin
92405987,SKU129126,AlpineGold Baby Formula Regular,Baby Formula,GreenPasture,25kg bag,166600.0,24.7,24.5,5,2,France,Yes,Yes,12,25000,6488831428153,SUP-163,2018-07-15,Domestic
43155686,SKU803766,CheeseCraft Butter Classic,Butter,CheeseCraft,250g pack,40700.0,37.6,8.4,180,-20,Indonesia,Yes,Yes,10,250,3176661327005,SUP-162,2015-06-22,Domestic
69107944,SKU600390,DairyStar Ice Cream Mix Fortified,Ice Cream Mix,LactoFresh,kg,53300.0,15.5,1.8,5,8,Indonesia,Yes,Yes,100,400,3658267182318,SUP-179,2017-04-30,Domestic
89391336,SKU887731,PureMilk Butter Premium,Butter,AlpineGold,1kg block,27000.0,11.9,13.4,21,15,Netherlands,Yes,Yes,24,200,3158667267687,SUP-172,2016-08-31,Export only
55705833,SKU223190,DairyStar Yogurt Organic,Yogurt,InfantPure,250g pack,21600.0,14.7,16.5,90,8,France,Yes,Yes,24,1000,2008178627564,SUP-110,2018-08-18,Award winner
51183850,SKU667546,DairyStar Cheese Regular,Cheese,CheeseCraft,1kg block,70800.0,12.7,22.0,14,-20,Australia,Yes,Yes,100,250,7609646567058,SUP-118,2016-05-31,Seasonal
99287276,SKU779756,GreenPasture Cream Premium,Cream,DairyStar,500ml bottle,32400.0,5.4,5.4,730,-20,Indonesia,Yes,Yes,48,1000,9611407331924,SUP-146,2017-05-02,New launch
82575604,SKU259730,LactoFresh Cheese Regular,Cheese,WheyPro,1kg block,49600.0,17.1,11.2,5,20,Indonesia,Yes,No,12,25000,3052519339485,SUP-143,2023-09-14,Export only
42664180,SKU266564,AlpineGold Cheese Organic,Cheese,DairyStar,25kg bag,44600.0,16.7,7.3,365,25,Indonesia,Yes,Yes,5,400,6477956657679,SUP-153,2020-10-02,Discontinued soon
38011130,SKU539339,InfantPure Fresh Milk Premium,Fresh Milk,PureMilk,500ml bottle,8000.0,4.1,3.5,365,20,Indonesia,Yes,Yes,12,200,2944246438895,SUP-106,2017-07-11,Discontinued soon
33685756,SKU689683,InfantPure Fresh Milk Regular,Fresh Milk,NaturaLac,Liter,6700.0,34.4,14.3,90,20,Netherlands,Yes,Yes,12,500,7612877739270,SUP-162,2023-09-11,Low margin
46661890,SKU496999,CreamTop Cream Regular,Cream,CheeseCraft,kg,20100.0,18.7,10.3,21,6,Indonesia,No,Yes,24,1000,5120526471584,SUP-156,2015-02-21,New launch
69239045,SKU841428,LactoFresh Fresh Milk Low-fat,Fresh Milk,CheeseCraft,370g can,9500.0,14.4,14.2,365,15,New Zealand,Yes,No,100,1000,3443195689096,SUP-154,2021-04-10,Export only
69959941,SKU892053,CheeseCraft Butter Low-fat,Butter,PureMilk,1kg block,21100.0,35.6,29.9,180,-20,Indonesia,Yes,Yes,100,1000,3904572510773,SUP-139,2023-05-22,Export only
65372433,SKU245089,CreamTop Butter Classic,Butter,PureMilk,Liter,20600.0,20.9,27.7,14,-18,France,Pending,Yes,24,2000,4755034737450,SUP-172,2017-04-26,Low margin
55116050,SKU353347,PureMilk Whey Powder Full-cream,Whey Powder,PureMilk,200ml sachet,31000.0,12.6,11.9,730,2,Indonesia,Yes,Yes,1,250,5479093674346,SUP-140,2017-08-05,Best seller
42893593,SKU799696,LactoFresh Cheese Premium,Cheese,NaturaLac,250g pack,74800.0,6.4,3.8,180,-20,Indonesia,Yes,Yes,10,200,7973829914837,SUP-122,2015-12-27,Seasonal
79003933,SKU127540,AlpineGold Baby Formula Full-cream,Baby Formula,AlpineGold,25kg bag,147400.0,21.8,25.7,730,8,Netherlands,Yes,Yes,100,2000,4169111076937,SUP-144,2020-07-21,Best seller
77005089,SKU955360,GreenPasture UHT Milk Organic,UHT Milk,WheyPro,Liter,20600.0,37.9,24.1,730,4,New Zealand,Yes,Yes,48,500,2086870783394,SUP-132,2021-06-02,Best seller
66027811,SKU677149,LactoFresh Cheese Premium,Cheese,DairyStar,250g pack,42900.0,20.1,20.5,730,6,Germany,Yes,Yes,48,1000,7767868764371,SUP-128,2020-11-06,Export only
34865444,SKU734007,AlpineGold Yogurt Regular,Yogurt,CheeseCraft,400g tin,17500.0,16.3,7.9,90,25,France,Yes,Yes,12,25000,8942312971099,SUP-142,2019-06-02,Seasonal
48267555,SKU374111,PureMilk Cheese Classic,Cheese,WheyPro,400g tin,63800.0,12.2,2.2,14,20,New Zealand,Yes,Yes,1,2000,5150250301175,SUP-172,2015-05-13,Low margin
52363558,SKU893145,NaturaLac Whey Powder Low-fat,Whey Powder,CreamTop,1kg block,52000.0,0.7,4.3,365,-18,Indonesia,Yes,Yes,100,1000,9829052416498,SUP-137,2018-06-13,Best seller
30310695,SKU726232,LactoFresh Cheese Organic,Cheese,DairyStar,kg,43700.0,38.0,12.2,365,6,New Zealand,Yes,Yes,48,200,3161283229505,SUP-124,2023-08-28,Seasonal
41222439,SKU616940,CreamTop Butter Full-cream,Butter,InfantPure,500ml bottle,44600.0,11.3,14.7,365,8,Malaysia,Yes,Yes,5,400,5956548282863,SUP-142,2018-06-10,Export only
56197417,SKU171564,CheeseCraft UHT Milk Full-cream,UHT Milk,NaturaLac,370g can,10000.0,20.7,29.7,14,8,Indonesia,Yes,Yes,10,370,9049007002573,SUP-142,2016-08-18,New launch
72810794,SKU458209,GreenPasture UHT Milk Classic,UHT Milk,CreamTop,25kg bag,15700.0,34.1,19.5,30,15,Germany,Yes,No,5,2000,2951957743523,SUP-147,2017-07-09,New launch
16417068,SKU785289,NaturaLac Fresh Milk Fortified,Fresh Milk,NaturaLac,370g can,13400.0,26.1,3.7,180,25,Malaysia,Pending,Yes,1,2000,8714360308203,SUP-159,2018-11-20,Low margin
64979244,SKU736461,InfantPure Cheese Full-cream,Cheese,DairyStar,kg,61300.0,37.0,16.3,730,-20,USA,Yes,No,48,2000,6106946003534,SUP-160,2022-09-18,Domestic
33980719,SKU387021,InfantPure UHT Milk Classic,UHT Milk,AlpineGold,1kg block,20300.0,34.3,12.4,14,-18,France,Yes,Yes,12,370,3015552184983,SUP-101,2023-05-21,Best seller
92340528,SKU948014,InfantPure Cheese Premium,Cheese,LactoFresh,25kg bag,52200.0,13.6,23.2,14,15,Indonesia,Yes,Yes,100,370,4416346063749,SUP-171,2023-03-20,Low margin
18907440,SKU968083,CreamTop Baby Formula Organic,Baby Formula,LactoFresh,400g tin,121800.0,24.7,9.9,90,25,France,Yes,Yes,1,500,1682955126762,SUP-136,2020-03-15,Domestic
30540082,SKU721826,NaturaLac Baby Formula Regular,Baby Formula,NaturaLac,500ml bottle,95500.0,36.2,25.3,21,8,France,Yes,Yes,24,200,3872657543552,SUP-116,2023-02-17,Low margin
27689263,SKU828323,DairyStar Fresh Milk Full-cream,Fresh Milk,CreamTop,500ml bottle,11800.0,16.0,24.9,5,15,Indonesia,Yes,Yes,24,25000,2021284383255,SUP-173,2022-01-10,Export only
38535476,SKU962252,PureMilk UHT Milk Full-cream,UHT Milk,GreenPasture,Liter,16800.0,12.8,17.2,30,20,Germany,Yes,Yes,48,500,8212367670208,SUP-128,2020-09-25,Best seller
78119220,SKU830694,DairyStar Cheese Organic,Cheese,PureMilk,25kg bag,39500.0,29.8,25.1,90,15,Indonesia,Yes,Yes,100,1000,2764772716391,SUP-150,2016-04-14,New launch
76382520,SKU783534,DairyStar Fresh Milk Full-cream,Fresh Milk,WheyPro,Liter,10400.0,34.9,11.6,5,8,Australia,Yes,Yes,24,1000,4501568574418,SUP-172,2017-03-05,Seasonal
22905147,SKU917489,InfantPure Yogurt Premium,Yogurt,AlpineGold,25kg bag,14900.0,14.8,27.3,7,-20,Germany,No,Yes,12,25000,9676029250870,SUP-149,2020-03-03,New launch
30572859,SKU200214,NaturaLac Cheese Classic,Cheese,LactoFresh,400g tin,77900.0,37.8,24.9,90,4,New Zealand,Yes,Yes,12,400,1815597640895,SUP-173,2017-03-05,Export only
97812797,SKU893791,LactoFresh Cream Premium,Cream,NaturaLac,kg,17400.0,36.4,5.2,21,-18,Indonesia,Yes,Yes,100,2000,5728752358530,SUP-143,2017-02-04,Low margin
11108673,SKU563463,DairyStar Condensed Milk Classic,Condensed Milk,CreamTop,kg,24300.0,20.0,23.8,365,25,Indonesia,Yes,Yes,5,2000,1053338271731,SUP-119,2023-06-05,Discontinued soon
25690434,SKU548842,PureMilk Yogurt Fortified,Yogurt,NaturaLac,370g can,15400.0,13.4,24.2,21,-20,New Zealand,Yes,No,5,400,8609987405929,SUP-121,2022-02-23,Low margin
13631812,SKU589428,LactoFresh Fresh Milk Full-cream,Fresh Milk,GreenPasture,400g tin,12500.0,30.3,11.8,14,25,Indonesia,Yes,Yes,48,500,5791518574068,SUP-171,2020-07-09,New launch
53018949,SKU392767,CheeseCraft Cream Fortified,Cream,DairyStar,2L carton,27800.0,16.6,10.5,21,4,Indonesia,Yes,Yes,100,370,9721843915374,SUP-117,2018-04-30,Award winner
13664585,SKU958314,GreenPasture Fresh Milk Premium,Fresh Milk,WheyPro,2L carton,14200.0,33.8,26.1,90,6,New Zealand,Yes,Yes,100,200,2528361091188,SUP-154,2016-05-18,Export only
65864012,SKU345854,LactoFresh Cheese Full-cream,Cheese,NaturaLac,370g can,53500.0,12.7,15.5,365,2,Germany,Pending,Yes,1,2000,4208931950671,SUP-120,2021-04-02,Best seller
16187728,SKU967415,DairyStar Fresh Milk Regular,Fresh Milk,InfantPure,200ml sachet,8100.0,36.2,8.5,14,20,Australia,Yes,Yes,100,25000,4988219328485,SUP-173,2018-10-11,Best seller
61702480,SKU763087,DairyStar Butter Low-fat,Butter,CheeseCraft,2L carton,32900.0,27.2,23.8,180,6,Netherlands,Yes,No,1,25000,5374399678568,SUP-118,2019-07-25,Discontinued soon
82346336,SKU623585,CheeseCraft Baby Formula Low-fat,Baby Formula,WheyPro,1kg block,96100.0,9.8,25.6,90,15,Indonesia,No,Yes,48,25000,4984123174993,SUP-162,2015-10-13,Low margin
72614245,SKU806953,NaturaLac Whey Powder Classic,Whey Powder,PureMilk,kg,33600.0,11.8,5.7,21,-18,Netherlands,Yes,Yes,5,250,3965288500439,SUP-147,2015-04-15,Domestic
60064105,SKU464698,DairyStar Cheese Regular,Cheese,GreenPasture,400g tin,49700.0,27.2,29.3,30,-20,Indonesia,Yes,Yes,1,370,5825949083775,SUP-102,2018-03-11,Discontinued soon
62751082,SKU884944,PureMilk Fresh Milk Regular,Fresh Milk,CreamTop,250g pack,6200.0,21.2,6.1,365,4,France,Yes,No,5,25000,9725483949962,SUP-168,2018-05-10,Seasonal
62456171,SKU219240,NaturaLac Cream Regular,Cream,GreenPasture,kg,23200.0,5.8,26.5,365,-18,Indonesia,Yes,Yes,48,500,6937300081624,SUP-158,2016-04-27,Award winner
98500979,SKU326072,PureMilk Yogurt Regular,Yogurt,DairyStar,kg,16200.0,20.0,27.0,14,20,Australia,Yes,Yes,48,1000,6481621990294,SUP-153,2018-04-08,New launch
95355252,SKU333766,WheyPro Baby Formula Organic,Baby Formula,DairyStar,1kg block,188400.0,38.0,4.6,365,4,Indonesia,Yes,No,48,500,5926641532824,SUP-154,2016-05-18,New launch
18776437,SKU357481,WheyPro Cream Regular,Cream,CheeseCraft,250g pack,26400.0,23.3,29.6,7,25,Indonesia,Pending,Yes,100,2000,7355628094830,SUP-104,2022-10-20,Low margin
34931062,SKU321795,GreenPasture UHT Milk Full-cream,UHT Milk,AlpineGold,200ml sachet,19800.0,1.8,7.8,730,4,Netherlands,No,Yes,1,1000,8336653813290,SUP-151,2022-02-06,Domestic
84181372,SKU765139,AlpineGold Fresh Milk Premium,Fresh Milk,GreenPasture,400g tin,6600.0,26.5,5.7,5,25,Germany,Yes,Yes,12,1000,3924018750918,SUP-115,2015-03-16,New launch
73204100,SKU531977,LactoFresh Yogurt Premium,Yogurt,CreamTop,500ml bottle,22900.0,34.6,5.4,730,2,USA,Yes,Yes,1,400,8579584629005,SUP-175,2016-12-20,Low margin
28377483,SKU781201,WheyPro Fresh Milk Classic,Fresh Milk,InfantPure,370g can,14600.0,22.5,26.3,365,6,France,No,Yes,12,400,3861941952038,SUP-167,2021-04-23,Export only
22184334,SKU520047,PureMilk Yogurt Full-cream,Yogurt,InfantPure,2L carton,13100.0,36.9,8.0,5,-18,New Zealand,Yes,Yes,12,200,6376770826441,SUP-132,2020-02-17,Award winner
63897999,SKU884893,WheyPro Fresh Milk Premium,Fresh Milk,InfantPure,Liter,10700.0,8.8,21.8,90,8,Australia,Yes,Yes,100,2000,2252949111914,SUP-138,2021-10-22,Low margin
10256788,SKU893359,PureMilk Whey Powder Classic,Whey Powder,WheyPro,250g pack,35800.0,15.0,22.3,14,4,Indonesia,Yes,Yes,24,1000,1001446108113,SUP-131,2016-02-07,Discontinued soon
87064981,SKU424790,GreenPasture Fresh Milk Premium,Fresh Milk,AlpineGold,200ml sachet,11300.0,19.3,21.0,30,-20,Indonesia,Yes,Yes,10,200,9805774669051,SUP-125,2019-12-18,Export only
13173144,SKU580657,PureMilk Cheese Full-cream,Cheese,CreamTop,Liter,46600.0,38.6,21.7,5,6,Malaysia,No,No,48,25000,7062426065487,SUP-169,2015-02-14,Domestic
11534749,SKU673459,NaturaLac Cheese Low-fat,Cheese,CreamTop,250g pack,44200.0,21.1,11.5,365,8,Malaysia,Yes,Yes,48,25000,7442614165470,SUP-107,2016-10-07,Discontinued soon
98992544,SKU670426,CheeseCraft Whey Powder Low-fat,Whey Powder,GreenPasture,500ml bottle,50500.0,17.9,3.4,30,-20,Indonesia,No,Yes,48,1000,4342900750163,SUP-112,2015-11-19,Domestic
25821603,SKU810616,GreenPasture Yogurt Organic,Yogurt,DairyStar,370g can,24100.0,32.8,13.4,5,4,USA,Yes,Yes,10,2000,5794332158366,SUP-163,2023-11-26,Best seller
